"VisitID","D16","D50","D84","D16_cm.org","D50_cm.org","D84_cm.org"
1148,0.000854912791562466,0.0205916437073315,34.1285114213411,0.02,0.04,35
1149,0.0167397096906553,27.30955485606,67.6319646572652,0.04,28,69
1150,0.00320860207410069,18.5736536108643,54.2172186755179,0.02,19,55
1151,0.00889352504625208,37.9473319220206,77.4972054761337,0.03,38,78
1152,0.0025541786379243,16.4251524237836,57.1781877953547,0.02,17,58
1153,2.49666109780322,30.835297324822,58.1572955679928,3,31,59
1154,0.00522119027343522,18.4421990768196,52.5149385595132,0.02,19,53
1155,0.0186484818036488,36.3067984582064,70.3258370854656,0.04,37,71
1156,0.101527352691236,27.1987917650383,50.1583253948812,0.24,28,51
1157,12.0467552411001,22.3529662123933,37.9141739699191,12,22,38
1158,8.42535590518969,83.4333580954662,222.358113718904,9,85,226
1159,18.4517279558677,55.7808792223688,163.224367708714,19,56,166
1164,25.2288202595106,57.2630479060537,135.86916717424,26,58,142
1165,20.1744873037541,52.2665319650613,113.5957417079,21,53,116
1167,34.453249908495,69.4117443580999,135.176119600609,35,71,138
1168,46.7228195389581,83.3314682101891,139.937469859494,48,84,144
1169,15.3072266959861,36.586208325372,70.8922458012772,16,37,74
1170,12.8071765844163,47.9760821267999,91.0628890952146,13,49,94
1171,17.7230614503193,48.2843073599895,95.2176158675139,18,49,97
1172,39.7121058534926,66.2195503635964,122.781234899063,41,67,125
1173,33.3796309178074,57.6575629818108,86.7142022102201,34,58,88
1174,23.3066183261296,58.3344864904506,102.167036236277,25,59,105
1175,26.1864238648577,54.0450089481566,98.5902771277715,27,55,101
1176,46.4311693517878,82.6469584798115,201.070330880063,47,84,206
1177,13.3529856501633,24.1421536799948,44.3472788372525,14,24,46
1178,5.15374672742076,26.2485780725506,76.8056962549071,5,27,78
1180,22.4234221292648,57.2630479060537,147.102307104517,23,58,157
1194,23.4713793860028,82.9830751736157,207.233274420795,25,84,214
1195,16.9199810149249,59.0764843004719,115.672953550325,20,60,118
1196,12.1139771828644,27.082684328365,54.140271632895,12,28,55
1198,0.0207685748955705,18.7264966607613,58.1257899553734,0.04,19,60
1199,10.0543748935071,24.2639364358651,63.4287651951112,10,25,66
1201,15.3072266959861,48.1226098848623,87.7959181691589,16,49,89
1202,15.8155851489258,48.6637175438572,100.535165440032,17,50,103
1203,42.2549791596147,70.4105090084315,129.757500461261,43,71,134
1204,22.819242126612,48.4908901827073,77.0117121619866,23,49,78
1205,0.243951081893387,16.2750791535521,45.7099838200633,0.58,17,48
1207,28.8588833897542,153.960924293394,341.09717820737,32,158,346
1208,5.87863400089146,36.3641490437627,95.0686764516347,7,38,99
1213,23.5376094780286,65.7006096951345,203.185780435695,24,67,218
1214,5.74656096964241,54.61910971212,235.617546987214,6,57,245
1215,0.0103364687705851,47.3222088694543,258.743690669917,0.03,49,266
1216,25.184428809704,111.783146763658,293.150006862404,28,115,299
1217,3.51953446916526,38.8827650791502,114.894687571658,4,40,118
1218,11.2480852023795,52.8132845073265,180.36264886641,12,55,190
1219,28.5890938976774,64.6854983243336,250.394547620683,28,66,260
1220,0.0128277040016936,69.6940347950858,301.064308550234,0.04,73,312
1224,11.781577059728,63.9999999999999,126.320457495568,10,65,131
1227,0.011793241394866,17.7230614503193,82.0542557971627,0.03,19,85
1228,12.9865878926513,55.4118151310277,157.053453585897,14,56,171
1229,5.07998150494119,95.4414626106437,303.630750734802,6,98,310
1320,26.1864238648577,51.4321469795291,89.0841895604904,27,52,91
1321,0.0780489664343748,22.5,97.9387822722979,0.12,23,101
1322,15.6851630477028,30.563121006037,55.8203566633109,16,31,57
1323,0.0291911848777812,20.0829885024651,68.9421030386909,0.05,21,71
1324,0.676584462014039,16,47.441414877316,0.93,16,48
1325,23.1022924700084,49.7642544952057,86.0982610205953,24,50,88
1326,4.70776557584148,16.6965906454085,54.4270683628066,5,17,56
1327,18.4517279558677,50.9039079450912,105.723246615074,19,52,108
1328,0.0291911848777812,11.3,31.3308322054135,0.05,12,33
1329,26.3643989729929,70.2361447935803,135.86916717424,28,71,142
1330,35.8105189798161,68.3366269479007,120.796769680164,37,69,123
1331,0.404200910823144,19.6316816982371,55.5895284297261,0.46,20,58
1332,15.0552410462523,46.6997280691314,93.0078215587065,16,48,95
1333,7.62921525690616,47.3922937270959,104.988148944609,9,48,107
1335,0.00258456285929941,0.594127508216541,12.8369054131397,0.02,0.67,13
1336,12.8667032503015,28.6647162449272,61.0638682882442,13,29,63
1337,6.31014581530501,115.7457307143,303.718428361998,7,119,311
1338,29.1997033059213,83.5321827227676,236.457316245584,32,85,244
1339,3.56131888504056,36.3641490437627,68.4442397735146,5,37,70
1340,22.1616433263566,43.6266919481422,81.139345212003,23,44,82
1341,32.3412177396624,84.5905889039154,202.89971713301,34,86,212
1342,7.27561567952622,67.0456058723399,170.289419886161,9,69,174
1343,33.336306663143,90,165.406661574804,35,92,168
1344,12.7563729681245,73.172416650744,182.382552829396,13,75,187
1345,22.0068788845862,66.6509687770433,162.72189551137,23,68,174
1346,15.5609697880473,73.1724166507439,244.419398245187,17,75,251
1347,13.0318320575986,57.7018243651373,113.054782789427,14,59,116
1348,10.4251217830363,46.9038708735254,103.616637210397,11,48,106
1349,28.0307174211501,100.788416418972,263.194890394315,30,103,272
1350,25.0076427284624,45.6944309133467,83.2124149901706,26,46,85
1351,0.00132872238683922,6.09983211218794,53.4560181108746,0.02,7,56
1353,29.4815476620348,71.2512115847385,148.093220341706,30,72,152
1354,9.18513131546805,53.1125558691132,117.775247213585,10,54,122
1355,6.09983211218794,36.3641490437627,70.4905705400668,7,37,73
1356,5.43708605849921,22.1197080888807,49.2951385638858,6,22,50
1357,0.052464561139966,18.3377056297896,60.6435966689896,0.07,19,62
1358,0.165231938876461,15.453107604807,53.396279101939,0.24,16,56
1363,17.9099557818443,34.847017397543,57.9592112518018,18,35,59
1365,6.68121827041632,61.9831782322626,225.16030291497,7,64,234
1366,10.8712563399425,53.6656314599949,146.479526733578,12,55,152
1367,6.52771084155775,19.9691983472593,74.7938182166941,8,21,79
1368,0.250252387948945,36.3641490437627,162.72189551137,0.34,40,174
1369,0.686933297856676,19.5204486460886,71.1123052930261,0.81,20,73
1370,0.806999273862598,16.7985491133375,59.0494671627984,0.99,17,62
1371,2.40605007216423,26.5196222049876,118.098934325597,3,27,124
1372,1.67302188931149,32.457812762125,115.327161069277,2,33,118
1373,3.51128719043808,50.2359760932515,204.334072472554,4,52,214
1375,0.0122705869162423,2.37841423000544,49.6641952501577,0.03,3,45
1376,0.125829723241272,18.1117704241022,84.5606314246294,0.14,19,89
1377,10.545829660299,45,114.011650473842,12,46,117
1382,15.6332958501826,56.0811843120386,100.03057091385,16,57,105
1385,23.6928740421662,80.9045538142154,172.784587633048,27,82,178
1386,0.65119161110767,39.753154061729,105.086805904416,0.77,41,109
1388,4.69112148884649,34.847017397543,94.5492207531526,5,36,98
1390,1.10189600617504,31.3032559375645,63.2093206104098,1,32,65
1391,19.6316816982371,59.8085336422574,140.981141080134,16,61,145
1405,7.47561558438431,53.6656314599949,116.981796175234,8,55,119
1407,23.5818666646316,58.6054640237553,121.287193337979,24,60,124
1416,0.00262587050452046,28.0405921560193,82.5189824587679,0.02,31,85
1417,23.8044039668785,74.0688064271521,166.505904935276,25,75,175
1418,20.2510546680338,48.1086958260023,81.6300133845413,21,49,83
1419,27.30955485606,45.6384842532239,80.4232968984129,28,46,82
1428,0.00156656228195641,32,125.564331840514,0.02,35,130
1429,15.2244853253673,86.6544991826273,369.039703119442,16,90,376
1432,28.7911982675814,67.7418516168146,193.137229439958,30,69,230
1433,0.113166995343758,42.5143383486308,174.626999084319,0.13,47,183
1437,3.12627446939344,39.0408972921772,111.179056859452,1,40,114
1438,14.414763483402,29.4258593273208,54.8118286632398,15,30,56
1439,30.2852686155441,72.1110569868035,125.712376268443,31,73,127
1440,19.4650686859835,46.6132366522593,89.0841895604904,20,47,91
1441,15.6332958501826,46.6997280691314,102.167036236277,16,48,105
1442,5.54076417926952,66.2195503635964,189.098441506305,6,69,196
1443,24.7157526839316,66.0146316714403,134.971451885268,26,67,140
1444,25.2490240496654,77.0799380541371,166.505904935276,26,80,175
1446,12.5426962577765,35.3751086868798,68.9421030386909,13,36,71
1448,6.9856035456862,19.1446588981918,45.5800678020256,7,19,47
1449,0.00119366667107719,0.107637691424833,22.9574430601234,0.02,0.19,24
1450,12.9115297473766,22.8326417375881,40.9029850878528,13,23,42
1451,11.8821643391518,22.1689445224325,41.2452851326487,12,22,42
1454,12.5572452697751,42.7005689977912,113.896973182508,13,44,117
1455,21.894625204584,41.3234792399058,76.4718365382641,23,42,78
1456,9.84199320566744,45.7995158200572,103.616637210397,10,47,106
1457,6.82951074072216,21.5612880285233,61.2848615979878,8,22,63
1458,32.365729203573,59.6467083710616,107.109115007684,33,60,109
1459,35.285361553551,74.4164883794654,143.098515459925,36,75,146
1460,35.9818501461912,75.250549969774,172.784587633048,37,77,178
1461,34.2580378934132,98.2843510575264,222.358113718904,36,101,228
1462,12.718402552569,108.33073731346,258.854047846859,15,110,268
1465,13.3901892330711,71.4632164085165,159.209871688395,14,73,173
1466,42.0339309706021,87.4790312175069,145.988889411884,44,89,150
1467,11.4671921944654,103.616637210397,289.698124012314,12,105,298
1468,18.8447334820731,68.224710168689,146.479526733578,21,69,152
1469,29.1312188306566,69.6940347950858,116.981796175234,30,70,119
1471,36.8320400506091,68.9554589889825,134.257552138263,38,70,139
1472,33.7940299001524,78.6677577527582,142.931644400916,35,80,147
1474,31.5029645529638,84.7449497896614,147.473120182613,33,86,151
1477,6.23924764872467,41.3234792399058,83.3543825802893,7,43,85
1478,17.197859710783,39.3799354478937,71.3200440751093,18,40,73
1479,26.5975761954817,50.2359760932515,80.4113767209687,27,51,82
1480,33.1420423307114,76.3000317771234,119.23118468672,34,77,121
1481,27.2409341578939,52.4469340433102,116.104686434318,28,53,119
1482,15.7241763433546,34.3812006102592,68.5160757868264,16,35,70
1483,25.2605763361067,54.2244663784824,125.02939767027,26,55,131
1484,8.57210887260215,38.3810334058193,91.1601356040512,10,39,94
1485,16.9123836461789,35.6481049610181,58.661787575288,17,36,60
1486,28.2288744702204,63.489724243634,120.823786739037,29,65,123
1487,4.29361366218623,23.720707438658,42.7565971050933,5,24,43
1488,22.6205626820949,34.847017397543,60.1893884763259,23,35,62
1489,15.7989259319211,34.2580378934132,56.4665876686163,16,35,57
1491,10.9164039482505,34.2580378934132,54.7796616810124,12,35,56
1492,15.6332958501826,43.9887557726897,87.1579911654297,16,45,89
1493,20.4205273093372,44.5758533096083,80.1495793502356,21,45,82
1494,2.21461407966556,46.4917792989922,80.1174385933539,3,47,82
1495,31.3623776878979,63.9999999999999,106.203105387502,33,65,108
1496,21.4220738919783,51.5283400652366,137.734715017833,23,53,144
1497,16.577478996716,27.7947642148631,50.0992435296869,17,28,51
1499,22.7924664912143,51.7123656935394,93.3579110079713,23,53,96
1500,16.8970149500762,40.023587807485,71.2383601341477,17,40,73
1501,16.3678191699846,49.5918641702036,85.8976574907352,17,50,87
1502,18.5472879571439,44.2394161777614,68.5160757868262,20,45,70
1503,13.0689672290913,32.8184128104993,59.123794039081,13,33,60
1504,0.00763091547247151,32.7888265000992,94.1263233840197,0.03,34,97
1505,2.50532887724825,41.5952976470021,88.9830098338112,3,43,91
1506,34.769623417201,56.4808465976952,103.616637210397,35,57,106
1508,11.8363368263801,105.626569014653,246.471408263827,13,109,253
1509,10.637276876651,42.0339309706021,90.9102827057777,11,43,93
1511,25.6447815125513,69.6940347950858,133.193776281263,27,71,137
1513,8.57210887260215,21.9586998637424,35.1452935881036,9,22,37
1516,22.8997579100286,56.3782626196488,109.62365732648,24,57,112
1517,22.9401222741175,66.2195503635964,160.080706706231,24,68,166
1518,0.749245161430838,22.5,40.0201766765578,2,23,41
1519,8.2403591479115,48.5809842628673,151.215426282088,7,49,136
1520,0.458586137760559,46.6997280691314,163.116871669192,0.54,48,169
1521,33.336306663143,85.0286766972615,130.467238959447,34,86,135
1523,30.7838941962388,115.164793070325,266.867813841064,33,118,275
1524,29.1703331242867,90.6917723082,174.606646428817,31,92,179
1525,11.3,79.5063081234579,240.119648985777,12,82,248
1527,2.11403608112276,73.7687963072785,283.586842013302,3,78,291
1528,10.3295510135883,72.9671028533836,212.356340735891,11,75,217
1529,2.68328444976452,14.989933081454,39.0963953672229,3,15,40
1530,6.58698455372309,76.8963905041199,204.154224995914,7,79,209
1531,13.6662014491408,79.1988833984275,213.958004578763,15,83,219
1532,0.018957137360685,146.701645038317,249.292132209118,0.04,149,253
1533,10.0480634374381,63.9999999999999,227.72342214671,12,67,234
1535,12.9505056841817,61.5436981700769,224.522353721401,14,64,230
1536,12.2836777003813,58.6054640237553,222.985550142307,13,61,239
1537,0.0385022636787341,5.98281520496503,31.2573494175675,0.05,6,34
1539,12.8581825315302,54.2244663784824,132.138429142469,14,55,135
1540,17.4433204117178,87.9775115453792,194.959826379134,18,90,201
1541,16.0820319536532,53.6656314599949,124.44360189364,17,55,128
1542,8.29169841673767,53.6656314599949,89.2946998295047,10,54,91
1543,0.12098373821966,18.7264966607613,67.1287760691316,0.18,19,69
1544,0.0385022636787341,29.590834253512,101.807815890182,0.05,31,111
1545,15.2749961962086,53.6656314599949,99.7959609560809,17,55,102
1546,30.3888839622671,113.40374720384,356.194084218041,33,116,366
1548,3.20427951035849,21.9586998637424,76.2057939497997,3,23,82
1549,21.2089098105226,53.1431322093863,117.886449946005,22,54,120
1550,24.0209821621099,48.6637175438572,82.5189824587679,25,49,84
1551,40.9029850878528,85.2833427157861,173.966750555483,44,87,178
1552,19.4540115619502,77.5291727825536,189.861168354858,20,81,195
1553,8.57210887260215,30.6216822591458,93.4794025899249,9,31,96
1555,17.7230614503193,74.2258174864846,138.913667742389,21,75,144
1556,22.819242126612,92.0913094254671,209.516618824799,26,94,218
1557,5.10895502370177,26.0566728240786,62.9680055053418,5,27,65
1558,9.53318393796112,23.7528635286362,57.4473437858289,10,24,59
1559,38.1326006396914,75.0903774701447,124.762785798374,40,76,127
1560,2.77296339400012,25.9041593025993,75.5259266791857,0.58,27,79
1561,11.781577059728,40.8233774277793,91.1601356040512,10,41,94
1562,29.6329753481624,55.9961068929572,88.2636317295373,31,57,89
1563,15.7789580330501,34.9763903804952,64.5845009748324,16,35,66
1564,13.5400430088674,33.2354352880201,56.9771487012834,15,34,58
1565,12.3694173670469,28.2175135673449,46.5039107793533,13,29,48
1566,19.780979027509,40.3134907659051,72.7647704803604,21,41,74
1567,29.1312188306566,55.032911676969,88.3783401793153,30,56,89
1568,8.33851283867287,42.2952944519577,111.179056859452,9,44,116
1569,24.9099650229494,50.605959918105,81.139345212003,26,51,82
1570,19.4650686859835,68.9235251502345,121.134328660889,20,70,123
1571,34.395719421566,63.1046373937486,99.1536169193116,35,64,101
1572,32.8847830585041,60.9987274460577,104.912767886534,33,62,107
1573,26.9188722539621,56.910292871841,113.259308184731,28,58,115
1574,23.3066183261296,57.2148164958065,96.0467460223769,25,58,99
1575,64.4237054521536,101.21191983621,203.482864679449,65,103,206
1576,49.6641952501578,86.5283397301739,142.640088150219,51,88,146
1577,32.8287743249754,72.7282980875254,157.948388702889,34,74,163
1578,46.1676129074945,81.4812350646151,142.224610586052,47,83,147
1579,29.4752549953835,72.8352516980537,145.594411479576,31,74,151
1580,34.901060509793,61.2433645182916,112.205318036475,35,62,114
1581,27.7388782551147,63.4655271367839,106.995750359212,29,64,109
1582,25.5417590590692,61.6705946496439,121.650716122469,26,63,124
1584,17.8443196389437,85.0286766972615,207.233274420795,19,87,220
1585,30.1047911421038,104.462282716431,247.256191730799,33,107,253
1587,47.8210962836392,110.719309433235,275.247021018818,49,113,283
1590,27.1497080325899,65.2237358395436,123.003649160659,31,66,125
1592,31.1109004734102,95.1470365540382,193.989440472527,33,97,198
1596,32.3014261964094,71.9575669690812,152.134713492926,33,74,158
1597,23.2939924073815,50.9566688121503,162.183875070944,24,52,166
1599,32.9596100403267,79.3457640236021,209.803800171059,35,81,219
1601,34.0252429365399,60.4930080166519,102.955195348378,35,61,105
1602,41.4646023937812,92.6808051052532,194.959826379134,43,94,200
1603,40.4276571579795,71.7024759449147,125.146887314432,41,73,127
1604,8.57758461279701,45,96.5686147199792,10,46,99
1606,40.8101245558893,75.4784783706724,143.642193056238,43,76,148
1607,19.6987255408199,66.2195503635964,163.166311051867,21,68,175
1608,38.5734290346553,75.3088791853992,166.6829328666,40,76,172
1609,5.27273063711811,47.3222088694543,124.44360189364,6,50,133
1614,64.6379013991884,163.293509711117,328.531760601276,67,167,335
1615,22.0659079323843,65.8443505813227,130.518082864529,23,68,137
1616,6.60188688916625,61.7850251739687,173.571800285573,7,64,178
1619,26.0705821363881,56.0811843120386,117.480481671292,27,57,119
1620,22.8514144128021,57.2827093944714,110.320875937643,24,58,112
1621,0.206320787234843,9.50789145920376,132.740456468694,0.22,11,149
1622,44.0788913832094,109.23821942424,223.404824372837,34,111,228
1624,9.61797913195905,23.557803532492,45.5314445476073,11,24,47
1626,0.0103364687705851,16.7985491133375,54.61910971212,0.03,18,57
1645,9.54444662567849,21.1862374474153,40.2197135049784,10,22,41
1646,1.73400809196845,48.9365487676011,114.011650473842,3,50,117
1647,10.2584483379486,33.5970982266751,79.772123095937,11,34,82
1668,0.31733549670544,11.5204552183579,27.7947642148631,0.39,12,29
1670,0.0227531032236681,2.82842712474619,18.901928285261,0.04,3,20
1671,4.39619844682377,37.4529933215227,85.149548096427,5,38,87
1674,0.243951081893387,6.03129694265935,12.4702036580548,0.28,6,13
1675,5.36693491646715,52.4971561451011,146.701645038317,3,54,151
1678,12.2836777003813,46.464219521111,119.405516307066,11,48,122
1679,15.2396210235286,74.3877941851484,145.241864740185,16,76,149
1680,7.78597090489686,36.1434375466549,91.0201335024659,8,38,94
1682,4.9121612254544,61.2433645182916,165.858409575125,6,65,172
1683,17.3051100628446,28.6647162449272,42.1183125222035,18,29,43
1684,12.3981300413736,58.1381992193506,157.053453585897,13,60,163
1686,8.69134954508905,31.4413804210868,74.9846046169086,9,32,77
1689,0.610371311227461,7.71957973526591,13.0772338493589,0.79,8,13
1690,6.23924764872467,20.7655899765838,49.4315053678632,7,21,51
1693,19.780979027509,45.5498817420743,81.8918300637249,21,46,84
1694,9.18513131546805,37.9473319220206,85.1165661393377,10,39,86
1698,11.5164088049091,63.9999999999999,149.223805309682,12,65,154
1701,0.000515504100243484,0.00435186558762511,0.0367382802266956,0.02,0.02,0.05
1702,0.000593849123940911,0.00689530582549853,3.6807506024995,0.02,0.03,4
1704,15.2396210235286,25.3029799590525,40.491222576908,16,26,41
1705,9.09494307388226,48.8104371108804,114.011650473842,10,50,117
1708,17.1290189467066,47.441414877316,107.040854349974,18,48,110
1709,33.1097751817982,68.3366269479007,112.3905189822,34,69,114
1711,4.10767529631268,54.5317343328736,105.922923715861,0.14,55,108
1712,45.7423106531414,68.5792371838992,103.539832188003,46,69,105
1713,21.647218332079,100.471952186503,277.234800112981,23,103,283
1714,55.0052276070274,119.527076378256,333.50140454871,57,122,343
1715,45.4780188750294,76.6595070356617,114.772912183457,46,77,116
1716,5.63518930226066,77.7655301583002,243.253828138805,7,80,254
1717,33.2714256926406,99.0082072051606,236.495176156324,35,100,247
1718,34.6853896462598,67.4464080361312,126.320457495568,36,68,131
1719,20.7794760717268,54.2994160651797,86.9833752777414,22,55,88
1720,36.5286044256833,71.2748913787885,138.283642607687,37,73,141
1721,34.437930612412,136.185362334873,339.407480560002,41,140,345
1722,30.5319341441221,101.669990769253,181.591991537185,34,103,186
1723,17.1290189467066,71.7024759449147,182.320271208102,19,74,188
1724,48.5466594920515,134.71605296002,315.152769842884,50,139,322
1725,35.2052545042158,108.519172308515,281.800178892998,38,111,289
1726,14.7187189708167,145.456596175051,337.765159072282,16,150,343
1727,49.8979804780405,192.490439539449,333.69403875038,52,196,339
1728,0.416255957341039,16,49.8979804780405,0.49,17,51
1729,5.03546582887168,32.5793746069436,59.8220388829905,6,33,61
1730,2.73208051350879,28.1530497212172,66.2195503635965,3,29,68
1731,3.4822022531845,38.9825633728968,75.1922659320541,4,40,76
1732,28.3598540814345,80.6979492150165,146.701645038317,30,82,151
1733,2.17346972505211,39.2633633964742,248.012113828948,3,42,262
1734,21.598073454131,95.4414626106437,234.046846346823,22,98,242
1735,27.5249774763567,61.3718990572806,121.431499573101,28,62,123
1736,0.562925285799206,9.58639608536698,18.732636475327,0.36,10,19
1737,3.40266864380342,12.4805340350509,24.2486800590659,4,13,25
1738,22.9805577866392,51.6498834710206,100.03057091385,24,52,102
1739,43.7146693954138,94.6444177389087,224.073476911705,45,97,228
1740,9.65347569158143,27.8647800269029,65.2336194797234,10,29,67
1742,12.9646143993107,66.786362581634,169.286080065406,13,73,201
1743,0.00424119727792773,26.0566728240786,56.2460340250159,0.02,27,57
1744,23.5818666646316,45,74.667221372157,24,46,76
1746,22.9112833327422,38.634385688173,74.0466101708528,23,39,76
1748,0.00588313785846545,60.859373828997,144.222113973607,0.03,62,157
1749,0.00882751590643853,13.7416634921232,33.9672917935602,0.03,14,35
1752,16.6953885244786,96.4208433108925,201.881346235811,19,98,207
1753,19.4319161532996,55.8075077638023,262.466394196739,21,57,272
1754,12.0235731226587,25.6018050865515,43.8888897298398,12,26,45
1755,22.7479102317602,75.8946638440411,135.730273980604,24,79,140
1756,12.4943211843018,24.9838480916498,37.3823409745274,13,25,38
1757,15.6332958501826,92.6808051052532,257.780070077465,18,95,267
1758,36.2609831196689,61.7100294910163,105.164758459585,37,62,107
1759,12.1139771828644,39.5994416992138,91.2769685064478,14,40,95
1760,16.5548875908991,31.5338018383876,55.5895284297261,17,32,57
1761,2.89453847488076,24.5710877643816,52.7287979459857,4,25,54
1762,2.45620090606514,3.90219456821029,12.9865878926513,0.06,4,13
1763,0.12098373821966,39.8412574382614,87.1579911654297,0.38,41,89
1764,13.3426696783532,28.1891313098245,48.625642749987,14,29,49
1765,12.4424335850389,24.9343486234204,41.8140391494978,13,25,42
1766,15.5609697880473,58.6054640237553,130.200633228417,17,60,136
1767,10.9164039482505,33.8709258084074,86.0004726413038,12,35,88
1768,6.15747177817013,100.788416418972,237.468991104624,7,103,243
1769,74.4502051502539,186.452946609037,362.942462040149,77,191,371
1770,58.1062950346185,155.058345565107,334.143951373105,61,158,347
1771,0.00323927649761381,10.3652869467759,38.3810334058193,0.02,11,39
1772,6.52771084155775,12.6302438654605,25.6318810153143,7,13,26
1774,0.0263903888689198,7.56056291599097,22.0745071557404,0.07,8,24
1775,64.6579379395803,107.872685079864,169.055380902122,66,109,171
1776,32.7356383399693,70.5478130783032,118.912049473843,34,71,121
1777,14.924908415359,74.4707187268134,148.715927919743,16,76,154
1778,19.1034805741597,82.6469584798115,210.173611808833,20,85,218
1779,19.6987255408199,70.6382906908907,162.72189551137,21,72,166
1780,13.4887690213185,33.336306663143,55.4391186141704,14,34,56
1781,18.9736659610103,125.02939767027,304.420761447047,17,128,309
1782,20.8741480948545,90.8380847570887,255.169027232632,23,93,263
1783,66.7484246166203,151.789327688082,315.843145720273,69,158,322
1784,50.9936339536331,148.589228886914,313.286489740042,53,155,321
1785,11.0428001645594,33.5970982266751,65.6281020920065,12,34,67
1786,0.389361716536627,72.3573223056599,147.473120182613,1,73,151
1787,56.2460340250159,156.163589168709,310.815296615957,60,159,316
1788,53.8760667512966,121.248539003641,251.128663681028,56,123,258
1789,70.8922458012772,185.856878084444,307.60141297663,74,189,313
1790,34.7284169355973,158.848423413971,312.80973920254,41,163,321
1791,16.5321918116122,141.095626156606,364.651734793886,20,145,371
1792,15.8629586069962,163.084353929385,296.715060895685,19,166,302
1793,47.608807933757,173.308998365255,350.751234890229,52,177,358
1794,2.8565736250567,42.0339309706021,85.8976574907352,0.94,43,87
1795,11.9051445901709,51.0321363561409,113.259308184731,13,52,115
1797,8.24686663079236,23.5672992026486,42.3561626624368,9,24,43
1798,23.3614097694791,50.0152854569249,81.6539851885348,24,51,83
1799,28.9493778050444,59.7217870081226,103.539832188003,30,60,105
1804,27.7947642148631,56.3782626196488,113.259308184731,29,57,115
1805,1.8093357917858,9.21401470471833,17.1290189467066,2,9,18
1810,2.62078680771672,100.863023337637,240.83832913683,3,103,250
1811,10.637276876651,40.933985529793,81.0656119071877,11,42,83
1813,9.67350004609019,21.8697578043767,44.6333015389686,10,22,46
1816,6.1754862551334,14.7284726093823,24.7884042298279,6,15,25
1817,13.7297207894279,25.4324729484381,42.0339309706021,14,26,43
1830,7.89225995765312,18.0277642467009,37.1789819799357,8,18,38
1831,13.752209797621,26.1661605050534,63.1602287477839,14,27,65
1832,0.000673305576475341,0.0103743308745763,3.24900958542494,0.02,0.03,4
1833,11.6728163780311,57.3294324898543,131.180859535617,13,59,136
1834,18.7592656088003,37.0831843960658,62.0272984765805,19,37,63
1835,0.000572692175206478,0.00612777412560081,0.308196709906151,0.02,0.02,0.99
1836,9.53778979386372,21.2571691743154,38.7095593253684,9,22,39
1837,17.8747635944129,50.605959918105,100.535165440032,19,52,103
1838,29.8759224585853,63.5839118348223,105.797285754875,31,64,107
1839,41.7482961897089,260.97525599746,396.014547796376,47,264,403
1840,9.97889836003456,135.483703233629,349.545183329541,11,152,356
1841,32.948910056226,86.9833752777414,182.839935280253,35,88,190
1842,0.668823744311454,42.5143383486308,190.167119807014,0.79,44,197
1844,15.453107604807,35.1180723967902,59.4912904715518,16,36,60
1846,23.6928740421662,52.4201685706084,91.9811170958907,25,54,95
1847,23.9726840138742,46.3995781443248,90.9102827057777,24,47,93
1848,0.000627570612398546,0.00826419527110213,1.20707833832728,0.02,0.03,2
1849,25.2554926790341,115.164793070325,293.860220768443,27,119,299
1850,87.3399635459894,222.684682906124,358.82150265398,92,226,366
1851,19.4982777797608,120.702257539746,305.247312044635,21,123,310
1852,28.5890938976774,212.450223476453,350.792783896734,33,217,355
1853,0.0339186942351415,92.6808051052532,307.956863747539,0.05,98,317
1854,6.31014581530501,36.7892568892421,61.1663730455408,7,37,62
1859,0.0103364687705851,45,113.977909878173,0.03,46,116
1861,2.32946717293691,132.439100727193,348.370425419535,3,137,358
1862,62.003028457237,135.818827141869,243.772964773788,67,138,248
1863,16.8203807045552,180,419.088459585016,19,187,425
1864,0.427526803527496,46.2860276651503,84.0678619412041,0.6,47,86
1866,0.10701046305906,2.63901582154579,32.6295207161322,0.11,3,34
1869,23.4713793860028,59.6467083710616,104.349132449663,25,61,106
1870,36.6754112595792,74.3579639598715,125.146887314432,38,75,127
1872,34.6853896462598,68.5160757868264,131.644692655609,36,69,134
1873,41.5589521434536,99.0742760756658,218.47643884848,44,101,228
1874,26.9188722539621,51.8083186051987,83.382805150181,28,52,85
1875,67.8959933756501,194.900765334841,316.146970749824,69,197,321
1876,15.6851630477028,51.5283400652366,126.209274787497,16,53,131
1878,6.31014581530501,59.4259725693856,120.136735558405,7,61,122
1880,106.016235380359,256,407.992566299703,111,260,414
1881,2.81538716806798,128,318.445551631775,3,135,328
1882,2,32,180,2,36,197
1883,0.991868839282566,70.1524696091568,140.182342339467,1,71,146
1884,27.7947642148631,52.4035374590542,84.6430400327032,29,53,86
1886,0.0103364687705851,11.3,108.854136725613,0.03,8,113
1887,51.2145416222189,118.363337014048,272.301939693799,53,123,281
1888,6.31014581530501,72.9671028533836,124.388824453955,7,75,126
1889,39.8024679220989,108.386535767319,248.348322176385,42,111,255
1890,0.898370158416912,103.424731387079,330.24358498135,1,105,345
1891,23.6706308413954,68.3864266508519,132.138429142469,25,70,140
1894,10.545829660299,38.2893177963837,79.4242117069851,12,39,81
1899,17.6560521945318,40.1659770049302,64.547813776373,18,41,66
1900,8.69134954508904,69.299148593997,209.264476417744,9,71,215
